#Region,Chromosome,Start_position,End_position,Pass_or_flag,Read count,Median coverage,Minimum coverage,Median quality coverage,Minimum quality coverage,Maximum fraction of low mapping quality,Maximum fraction of low base quality
chr2_q14.1_013_rs11677949,chr2,118190828,118190948,FLAG,29,25.0,10,25.0,10,0.0,0.276
chr2_q14.1_014_rs6542394,chr2,118529945,118530065,FLAG,19,14.0,11,14.0,11,0.0,0.071
chr2_q14.2_001_rs12466517,chr2,118830331,118830451,FLAG,15,15.0,9,15.0,9,0.0,0.143
chr2_q14.2_002_rs11674141,chr2,119293016,119293136,FLAG,23,21.5,13,21.0,13,0.0,0.056
chr2_q14.2_003_rs5833759,chr2,119447262,119447382,FLAG,24,20.0,9,19.0,9,0.0,0.182
chr2_q14.2_004_rs2077344,chr2,119700036,119700156,FLAG,28,23.0,12,23.0,11,0.0,0.154
chr2_q14.2_005_rs7571381,chr2,120058998,120059118,FLAG,46,37.0,21,37.0,21,0.0,0.04
chr2_q14.2_006_rs6761357,chr2,120414023,120414143,FLAG,39,32.0,16,31.5,16,0.0,0.081
chr2_q14.2_007_rs71338943,chr2,120778348,120778468,FLAG,18,18.0,10,18.0,10,0.0,0.133
chr2_q14.2_008_rs1437421,chr2,120975771,120975891,FLAG,42,35.5,16,34.0,16,0.03,0.16
chr2_q14.2_009_rs4849902,chr2,121304488,121304608,FLAG,34,26.0,16,26.0,16,0.0,0.143
chr2_q14.2_010_rs2121988,chr2,121579480,121579600,FLAG,57,49.0,11,49.0,11,0.0,0.073
chr2_q14.2_011_rs2138813,chr2,121907724,121907844,FLAG,22,18.0,13,18.0,12,0.0,0.077
chr2_q14.2_012_rs13415738,chr2,122042690,122042810,FLAG,21,12.0,9,12.0,8,0.0,0.111
chr2_q14.3_001_rs10864871,chr2,122573957,122574077,FLAG,48,45.0,28,44.0,27,0.0,0.067
chr2_q14.3_002_rs10172700,chr2,123176595,123176715,FLAG,30,25.0,16,25.0,16,0.0,0.111
chr2_q14.3_003_rs7575942,chr2,123395945,123396065,FLAG,36,31.5,8,31.0,7,0.0,0.125
chr2_q14.3_004_rs978884,chr2,123741463,123741583,FLAG,15,14.0,9,14.0,8,0.0,0.111
chr2_q14.3_005_rs13008397,chr2,124055696,124055816,FLAG,30,27.0,6,27.0,6,0.0,0.1
chr2_q14.3_006_rs2419984,chr2,124366126,124366246,FLAG,14,14.0,9,14.0,9,0.0,0.071
chr2_q14.3_007_rs925795,chr2,124665391,124665511,FLAG,22,19.0,10,19.0,9,0.0,0.143
chr2_q14.3_008_rs7424259,chr2,124963950,124964070,FLAG,25,23.0,11,23.0,11,0.0,0.091
chr2_q14.3_009_rs6752953,chr2,125266872,125266992,FLAG,19,19.0,10,18.0,9,0.0,0.133
chr2_q14.3_010_rs13030176,chr2,125338739,125338859,FLAG,17,16.0,7,16.0,6,0.0,0.143
chr2_q14.3_011_rs568338533;rs34949046,chr2,126470161,126470281,FLAG,29,27.0,9,25.0,9,0.0,0.138
chr2_q14.3_012_rs57800133,chr2,126483917,126484037,FLAG,25,20.0,10,20.0,10,0.0,0.2
chr2_q14.3_013_rs9646920,chr2,126731294,126731414,FLAG,39,34.0,10,34.0,10,0.0,0.091
chr2_q14.3_014_rs35164695,chr2,127123343,127123463,FLAG,24,22.0,16,22.0,15,0.0,0.13
chr2_q14.3_015_rs13395010,chr2,127411153,127411273,FLAG,0,0.0,0,0.0,0,.,.
chr2_q14.3_016_rs571142,chr2,127738782,127738902,FLAG,40,36.0,12,35.0,12,0.0,0.174
chr2_q14.3_017_rs3088374,chr2,128061988,128062108,FLAG,22,17.0,11,17.0,11,0.0,0.125
chr2_q14.3_018_rs2255039,chr2,128394698,128394818,FLAG,13,12.0,5,12.0,4,0.0,0.2
chr2_q14.3_019_rs13018398,chr2,128628165,128628285,FLAG,52,44.0,22,44.0,22,0.0,0.056
chr2_q14.3_020_rs1699,chr2,128939757,128939877,FLAG,25,21.0,15,21.0,15,0.0,0.053
chr2_q14.3_021_rs12692082,chr2,129297656,129297776,FLAG,30,24.0,12,24.0,11,0.0,0.083
chr2_q14.3_022_rs10190151,chr2,129555390,129555510,FLAG,27,21.5,9,21.0,9,0.0,0.091
chr2_q14.3_023_rs17306785,chr2,129845267,129845387,FLAG,2,2.0,2,2.0,1,0.0,0.5
chr2_q21.1_001_rs1568765,chr2,130119845,130119965,FLAG,49,40.0,27,40.0,26,0.0,0.037
chr2_q21.1_002_rs145453536,chr2,130495431,130495551,FLAG,55,49.0,22,48.0,21,0.0,0.045
chr2_q21.1_003_rs6431127,chr2,130774708,130774828,FLAG,15,15.0,6,13.0,5,0.167,0.286
chr2_q21.1_004_rs7583897,chr2,131075033,131075153,FLAG,43,35.0,15,35.0,15,0.0,0.067
chr2_q21.1_005_rs7573627,chr2,131586469,131586589,FLAG,37,29.0,8,29.0,8,0.0,0.071
chr2_q21.1_006_rs199828075,chr2,131995415,131995535,FLAG,18,18.0,7,0.0,0,1.0,0.188
chr2_q21.1_007_rs10166775,chr2,132294008,132294128,FLAG,38,32.0,15,30.0,14,0.071,0.077
chr2_q21.2_001_rs6713570,chr2,133535156,133535276,FLAG,26,22.0,17,22.0,16,0.0,0.115
chr2_q21.2_002_rs67675825,chr2,133848302,133848422,FLAG,41,37.0,26,36.0,24,0.0,0.094
chr2_q21.2_003_rs3910163,chr2,134253729,134253849,FLAG,28,21.0,8,21.0,7,0.0,0.125
chr2_q21.2_004_rs532317908,chr2,134513381,134513501,FLAG,24,24.0,17,23.0,17,0.0,0.095
chr2_q21.2_005_rs11683312,chr2,134765809,134765929,FLAG,36,32.0,15,32.0,15,0.0,0.063
chr2_q21.2_006_rs749048,chr2,135067229,135067349,FLAG,36,34.0,23,34.0,23,0.0,0.034
chr2_q21.3_001_rs3841862,chr2,135677411,135677531,FLAG,19,16.0,7,16.0,7,0.0,0.083
chr2_q21.3_002_rs12619527,chr2,135701769,135701889,FLAG,7,7.0,4,6.0,4,0.0,0.2
chr2_q21.3_003_rs2322659,chr2,136555599,136555719,FLAG,42,34.0,17,34.0,17,0.0,0.161
chr2_q21.3_004_rs3739020,chr2,136602431,136602551,FLAG,1,1.0,0,1.0,0,.,.
chr2_q22.1_001_rs111823444,chr2,136932177,136932297,FLAG,29,24.0,9,24.0,9,0.0,0.118
chr2_q22.1_002_rs483230,chr2,137252375,137252495,FLAG,45,40.0,15,40.0,15,0.0,0.081
chr2_q22.1_003_rs2710178,chr2,137524239,137524359,FLAG,22,20.0,14,20.0,14,0.0,0.05
chr2_q22.1_004_rs7584424,chr2,137721327,137721447,FLAG,27,22.0,13,22.0,12,0.0,0.182
chr2_q22.1_005_rs138322809,chr2,138082677,138082797,FLAG,27,20.0,11,20.0,11,0.0,0.133
chr2_q22.1_006_rs6705113,chr2,138430663,138430783,FLAG,25,20.0,13,20.0,12,0.0,0.077
chr2_q22.1_007_rs1020678,chr2,138742747,138742867,FLAG,37,30.0,19,30.0,19,0.0,0.074
chr2_q22.1_008_rs34929971,chr2,139037003,139037123,FLAG,27,25.0,4,24.5,4,0.0,0.2
chr2_q22.1_009_rs10171464,chr2,139211899,139212019,FLAG,27,21.5,13,21.0,13,0.0,0.059
chr2_q22.1_010_rs7563979,chr2,139650528,139650648,FLAG,14,12.0,3,12.0,2,0.0,0.4
chr2_q22.1_011_rs1370316,chr2,139950530,139950650,FLAG,35,32.0,19,31.5,19,0.0,0.114
chr2_q22.1_012_rs70985015,chr2,140247757,140247877,FLAG,16,15.5,3,15.0,3,0.0,0.222
chr2_q22.1_013_rs10179028,chr2,140566237,140566357,FLAG,19,18.0,6,18.0,6,0.0,0.111
chr2_q22.1_014_rs7568724,chr2,140910627,140910747,FLAG,28,23.0,14,23.0,11,0.0,0.214
chr2_q22.1_015_rs4954835,chr2,141180756,141180876,FLAG,10,10.0,5,10.0,5,0.0,0.167
chr2_q22.1_016_rs2046507,chr2,141496546,141496666,FLAG,23,21.0,14,21.0,14,0.0,0.059
chr2_q22.1_017_rs4954874,chr2,141794145,141794265,FLAG,25,22.0,16,22.0,14,0.0,0.125
chr2_q22.1_018_rs2381140,chr2,142077886,142078006,FLAG,5,5.0,2,5.0,2,0.0,0.25
chr2_q22.2_001_rs2028129,chr2,142409714,142409834,FLAG,24,21.0,14,20.5,12,0.0,0.143
chr2_q22.2_002_rs6741050,chr2,142714511,142714631,FLAG,15,14.0,3,14.0,2,0.333,0.125
chr2_q22.2_003_rs4662262,chr2,143060445,143060565,FLAG,39,33.0,17,33.0,17,0.0,0.1
chr2_q22.2_004_rs34966624,chr2,143237196,143237316,FLAG,32,26.0,16,26.0,16,0.0,0.097
chr2_q22.2_005_rs4662304,chr2,143641590,143641710,FLAG,20,18.0,12,18.0,11,0.0,0.158
chr2_q22.2_006_rs6713092,chr2,143941893,143942013,FLAG,26,25.0,7,25.0,7,0.0,0.091
chr2_q22.3_001_rs10207679,chr2,144280458,144280578,FLAG,13,10.0,5,10.0,5,0.0,0.111
chr2_q22.3_002_rs151042533,chr2,144561144,144561264,FLAG,34,32.0,12,31.0,11,0.0,0.188
chr2_q22.3_003_rs787147,chr2,144672031,144672151,FLAG,24,20.0,9,20.0,9,0.0,0.133
chr2_q22.3_004_rs7599224,chr2,145214547,145214667,FLAG,20,19.0,10,19.0,10,0.0,0.067
chr2_q22.3_005_rs200165634,chr2,145463249,145463369,FLAG,19,18.0,13,18.0,13,0.0,0.222
chr2_q22.3_006_rs7588808,chr2,145861827,145861947,FLAG,48,41.0,26,41.0,26,0.0,0.057
chr2_q22.3_007_rs10177949,chr2,146093032,146093152,FLAG,15,13.0,5,13.0,5,0.0,0.167
chr2_q22.3_008_rs13424245,chr2,146371961,146372081,FLAG,32,29.0,15,28.0,14,0.0,0.071
chr2_q22.3_009_rs1515259,chr2,146693496,146693616,FLAG,10,9.0,2,9.0,2,0.0,0.25
chr2_q22.3_010_rs11348918,chr2,147419632,147419752,FLAG,0,0.0,0,0.0,0,.,.
chr2_q22.3_011_rs7559983,chr2,147591510,147591630,FLAG,20,19.0,12,19.0,12,0.0,0.056
chr2_q22.3_012_rs1499922,chr2,148004455,148004575,FLAG,21,17.0,10,17.0,10,0.0,0.083
chr2_q22.3_013_rs6753791,chr2,148287804,148287924,FLAG,21,17.0,5,17.0,5,0.0,0.188
chr2_q22.3_014_rs374432273,chr2,148531499,148531619,FLAG,41,35.0,22,35.0,19,0.0,0.136
chr2_q23.1_001_rs1234413,chr2,148844309,148844429,FLAG,16,16.0,7,16.0,7,0.0,0.2
chr2_q23.1_002_rs567873353,chr2,148999877,148999997,FLAG,5,5.0,4,5.0,4,0.0,0.2
chr2_q23.1_003_rs895543,chr2,149588632,149588752,FLAG,36,32.0,14,31.5,14,0.0,0.088
chr2_q23.1_004_rs62182689,chr2,149792364,149792484,FLAG,19,19.0,11,18.0,11,0.0,0.158
chr2_q23.2_001_rs6715376,chr2,150071889,150072009,FLAG,21,18.0,11,18.0,11,0.0,0.143
chr2_q23.3_001_rs71397034,chr2,150564369,150564489,FLAG,30,26.5,14,26.0,14,0.0,0.111
chr2_q23.3_002_rs11688916,chr2,150677179,150677299,FLAG,30,25.0,15,25.0,13,0.0,0.133
chr2_q23.3_003_rs77093320,chr2,151005322,151005442,FLAG,21,16.0,6,16.0,6,0.0,0.077
chr2_q23.3_004_rs7604619,chr2,151463494,151463614,FLAG,43,36.0,14,36.0,14,0.0,0.077
chr2_q23.3_005_rs1519754,chr2,151619633,151619753,FLAG,16,15.0,0,15.0,0,.,.
chr2_q23.3_006_rs13431234,chr2,151918548,151918668,FLAG,19,15.0,7,15.0,7,0.0,0.077
chr2_q23.3_007_rs3821322,chr2,152214364,152214484,FLAG,5,5.0,3,5.0,3,0.0,0.25
chr2_q23.3_008_rs4664064,chr2,152465745,152465865,FLAG,21,17.0,9,17.0,9,0.0,0.083
chr2_q23.3_009_rs9677373,chr2,153235777,153235897,FLAG,28,23.0,10,22.5,9,0.0,0.1
chr2_q23.3_010_rs34744900,chr2,153442374,153442494,FLAG,41,34.0,13,34.0,11,0.0,0.154
chr2_q23.3_011_rs11687165,chr2,153724577,153724697,FLAG,9,9.0,5,9.0,5,0.0,0.111
chr2_q23.3_012_rs1369260,chr2,153999160,153999280,FLAG,22,21.0,11,21.0,11,0.0,0.133
chr2_q23.3_013_rs949067,chr2,154369884,154370004,FLAG,13,13.0,9,12.5,9,0.0,0.091
chr2_q23.3_014_rs4233664,chr2,154583540,154583660,FLAG,20,19.0,7,19.0,7,0.0,0.1
chr2_q24.1_001_rs12693974,chr2,155171542,155171662,FLAG,13,13.0,9,13.0,9,0.0,0.077
chr2_q24.1_002_rs12612408,chr2,155273168,155273288,FLAG,18,17.0,6,17.0,5,0.0,0.364
chr2_q24.1_003_rs572921810,chr2,155588165,155588285,FLAG,18,15.0,3,15.0,3,0.0,0.067
chr2_q24.1_004_rs2350121,chr2,155882084,155882204,FLAG,27,25.0,17,25.0,10,0.0,0.412
chr2_q24.1_005_rs1385902,chr2,156183429,156183549,FLAG,31,27.0,18,27.0,18,0.0,0.091
chr2_q24.1_006_rs2677471,chr2,156538941,156539061,FLAG,8,8.0,1,7.0,0,0.0,1.0
chr2_q24.1_007_rs11331874,chr2,156813159,156813279,FLAG,3,3.0,2,3.0,2,0.0,0.0
chr2_q24.1_008_rs10193954,chr2,157167620,157167740,FLAG,16,15.0,8,15.0,8,0.0,0.2
chr2_q24.1_009_rs5835627,chr2,157438936,157439056,FLAG,12,12.0,11,12.0,7,0.0,0.417
chr2_q24.1_010_rs10202702,chr2,157583415,157583535,FLAG,10,10.0,7,10.0,6,0.0,0.143
chr2_q24.1_011_rs1860165,chr2,158902929,158903049,FLAG,19,16.0,10,16.0,10,0.0,0.083
chr2_q24.1_012_rs4664240,chr2,158936276,158936396,FLAG,13,12.0,10,12.0,9,0.0,0.1
chr2_q24.1_013_rs4664949,chr2,159199346,159199466,FLAG,8,7.0,5,7.0,4,0.0,0.2
chr2_q24.1_014_rs2254053,chr2,159562846,159562966,FLAG,31,26.0,16,26.0,15,0.0,0.065
chr2_q24.2_001_rs264607,chr2,159888651,159888771,FLAG,16,16.0,6,15.0,5,0.0,0.375
chr2_q24.2_002_rs174256,chr2,160153454,160153574,FLAG,44,40.0,17,40.0,17,0.0,0.068
chr2_q24.2_003_rs13431621,chr2,160390202,160390322,FLAG,27,24.0,16,24.0,15,0.0,0.087
chr2_q24.2_004_rs567842831;rs34312832,chr2,160789450,160789570,FLAG,7,7.0,6,7.0,6,0.0,0.143
chr2_q24.2_005_rs7580163,chr2,161100603,161100723,FLAG,39,35.0,15,35.0,15,0.0,0.053
chr2_q24.2_006_rs10929989,chr2,161351719,161351839,FLAG,29,27.0,7,26.0,6,0.0,0.143
chr2_q24.2_007_rs12466499,chr2,161706250,161706370,FLAG,20,19.0,11,19.0,11,0.0,0.059
chr2_q24.2_008_esv3593153,chr2,162083311,162083431,FLAG,34,26.5,12,26.5,12,0.0,0.083
chr2_q24.2_009_rs79216892,chr2,162135969,162136089,FLAG,107,106.0,54,89.0,52,0.161,0.046
chr2_q24.2_010_rs5835886,chr2,162729007,162729127,FLAG,12,11.0,9,11.0,9,0.0,0.167
chr2_q24.2_011_rs2075340,chr2,162933501,162933621,FLAG,34,29.0,15,26.0,15,0.174,0.143
chr2_q24.2_012_rs10439257,chr2,163417261,163417381,FLAG,4,4.0,2,4.0,1,0.0,0.5
chr2_q24.2_013_rs7603387,chr2,163492450,163492570,FLAG,19,17.0,8,17.0,8,0.0,0.067
chr2_q24.3_001_rs11413959,chr2,163932075,163932195,FLAG,25,23.0,9,22.0,8,0.0,0.12
chr2_q24.3_002_rs5835939,chr2,164027728,164027848,FLAG,15,14.0,5,13.5,5,0.0,0.133
chr2_q24.3_003_rs11691725,chr2,164503496,164503616,FLAG,42,38.0,24,38.0,24,0.0,0.1
chr2_q24.3_004_rs7568319,chr2,164773593,164773713,FLAG,28,21.0,15,21.0,14,0.0,0.067
chr2_q24.3_005_rs7587391,chr2,165058389,165058509,FLAG,14,14.0,4,13.0,4,0.0,0.125
chr2_q24.3_006_rs1402698,chr2,165424515,165424635,FLAG,29,26.0,16,26.0,15,0.0,0.063
chr2_q24.3_007_rs355910,chr2,165647272,165647392,FLAG,11,11.0,7,11.0,7,0.0,0.111
chr2_q24.3_008_rs2289400,chr2,165996221,165996341,FLAG,4,4.0,1,4.0,1,0.0,0.0
chr2_q24.3_009_rs10207716,chr2,166266745,166266865,FLAG,10,10.0,4,10.0,4,0.0,0.3
chr2_q24.3_010_rs3791848,chr2,166613183,166613303,FLAG,9,8.0,3,8.0,3,0.0,0.125
chr2_q24.3_011_rs2217198,chr2,166919916,166920036,FLAG,22,22.0,11,22.0,11,0.0,0.059
chr2_q24.3_012_rs7589477,chr2,167210592,167210712,FLAG,18,18.0,8,18.0,8,0.0,0.059
chr2_q24.3_013_rs568697231,chr2,167461716,167461836,FLAG,20,20.0,11,19.5,11,0.0,0.1
chr2_q24.3_014_rs13383718,chr2,167816231,167816351,FLAG,21,18.0,3,18.0,3,0.0,0.3
chr2_q24.3_015_rs10930279,chr2,168548678,168548798,FLAG,27,27.0,8,27.0,7,0.0,0.125
chr2_q24.3_016_rs12476221,chr2,168697733,168697853,FLAG,25,21.0,12,21.0,12,0.0,0.063
chr2_q24.3_017_rs1517319,chr2,169094915,169095035,FLAG,18,15.5,10,15.0,9,0.0,0.167
chr2_q24.3_018_rs12988764,chr2,169286125,169286245,FLAG,38,36.0,25,36.0,25,0.0,0.079
chr2_q24.3_019_rs11452657,chr2,169677168,169677288,FLAG,52,44.0,22,43.0,22,0.0,0.118
chr2_q31.1_001_rs2389598,chr2,169972476,169972596,FLAG,22,19.0,9,19.0,9,0.0,0.063
chr2_q31.1_002_rs11683577,chr2,170296171,170296291,FLAG,28,25.0,16,25.0,15,0.0,0.063
chr2_q31.1_003_rs7590347,chr2,170623040,170623160,FLAG,23,21.0,11,21.0,11,0.0,0.063
chr2_q31.1_004_rs377073317,chr2,170885139,170885259,FLAG,5,5.0,4,5.0,4,0.0,0.2
chr2_q31.1_005_rs148191605,chr2,171226135,171226255,FLAG,14,14.0,3,13.0,3,0.0,0.2
chr2_q31.1_006_rs10211507,chr2,171532544,171532664,FLAG,4,3.0,0,3.0,0,.,.
chr2_q31.1_007_rs2241164,chr2,171686499,171686619,FLAG,24,23.0,8,23.0,6,0.0,0.25
chr2_q31.1_008_rs10803857,chr2,172120143,172120263,FLAG,41,33.0,18,33.0,18,0.0,0.091
chr2_q31.1_009_rs57833883,chr2,172430515,172430635,FLAG,18,17.0,10,17.0,9,0.0,0.286
chr2_q31.1_010_rs788166,chr2,172915429,172915549,FLAG,18,18.0,7,17.0,7,0.0,0.059
chr2_q31.1_011_rs6433331,chr2,173008733,173008853,FLAG,40,33.0,25,32.5,25,0.0,0.05
chr2_q31.1_012_rs1920979,chr2,173344414,173344534,FLAG,16,13.0,8,13.0,8,0.0,0.2
chr2_q31.1_013_rs3754766,chr2,173679311,173679431,FLAG,22,19.0,14,19.0,14,0.0,0.111
chr2_q31.1_014_rs1026289,chr2,173841174,173841294,FLAG,54,46.0,24,46.0,24,0.0,0.068
chr2_q31.1_015_rs10930593,chr2,174284289,174284409,FLAG,19,15.0,6,15.0,6,0.0,0.133
chr2_q31.1_016_rs7602424,chr2,174705485,174705605,FLAG,17,14.0,10,14.0,10,0.0,0.071
chr2_q31.1_017_rs6433459,chr2,174855788,174855908,FLAG,36,29.0,19,29.0,19,0.0,0.111
chr2_q31.1_018_rs5836466,chr2,175439621,175439741,FLAG,42,39.0,20,39.0,20,0.0,0.071
chr2_q31.1_019_rs4972722,chr2,175649257,175649377,FLAG,36,30.0,20,30.0,20,0.0,0.063
chr2_q31.1_020_rs34052703,chr2,176175067,176175187,FLAG,27,24.5,15,24.0,14,0.0,0.136
chr2_q31.1_021_rs12693068,chr2,176421945,176422065,FLAG,37,34.0,12,34.0,12,0.0,0.222
chr2_q31.1_022_rs6433563,chr2,176717813,176717933,FLAG,37,31.5,23,31.0,23,0.0,0.036
chr2_q31.1_023_rs6749771,chr2,177070066,177070186,FLAG,26,25.0,15,25.0,14,0.0,0.083
chr2_q31.1_024_rs35726489,chr2,177205330,177205450,FLAG,20,18.0,12,18.0,12,0.0,0.294
chr2_q31.1_025_rs35269999,chr2,177907191,177907311,FLAG,5,5.0,3,5.0,3,0.0,0.2
chr2_q31.1_026_rs5836582,chr2,177924746,177924866,FLAG,49,41.0,20,41.0,20,0.0,0.082
chr2_q31.2_001_rs6433659,chr2,178149304,178149424,FLAG,20,15.0,6,14.5,6,0.0,0.111
chr2_q31.2_002_rs71010816,chr2,178571563,178571683,FLAG,15,14.0,8,14.0,7,0.0,0.222
chr2_q31.2_003_rs2117738,chr2,178863200,178863320,FLAG,20,17.0,5,17.0,4,0.0,0.2
chr2_q31.2_004_rs7599683,chr2,179149462,179149582,FLAG,23,22.0,10,22.0,10,0.0,0.059
chr2_q31.2_005_rs573226765;rs577374633;rs568449108;rs566021659,chr2,179616710,179616830,FLAG,14,12.0,9,12.0,8,0.0,0.154
chr2_q31.2_006_rs1489479,chr2,179708617,179708737,FLAG,21,20.0,6,20.0,6,0.0,0.154
chr2_q31.2_007_rs16866690,chr2,180159368,180159488,FLAG,18,18.0,10,18.0,10,0.0,0.167
chr2_q31.2_008_rs12479252,chr2,180393525,180393645,FLAG,39,34.0,27,34.0,26,0.0,0.037
chr2_q31.3_001_rs2615366,chr2,180660277,180660397,FLAG,0,0.0,0,0.0,0,.,.
chr2_q31.3_002_rs7419281,chr2,181001634,181001754,FLAG,10,10.0,3,10.0,3,0.0,0.2
chr2_q31.3_003_rs7606036,chr2,181314459,181314579,FLAG,24,19.0,12,19.0,12,0.0,0.045
chr2_q31.3_004_rs4436923,chr2,181615816,181615936,FLAG,15,14.0,5,14.0,5,0.0,0.077
chr2_q31.3_005_rs10194801,chr2,181932559,181932679,FLAG,29,23.0,16,23.0,16,0.0,0.08
chr2_q31.3_006_rs6734093,chr2,182236305,182236425,FLAG,18,15.0,7,15.0,7,0.0,0.133
chr2_q31.3_007_rs10180218,chr2,182620489,182620609,FLAG,32,30.0,16,30.0,16,0.0,0.087
chr2_q31.3_008_rs1196290,chr2,182853146,182853266,FLAG,26,26.0,22,25.0,20,0.0,0.091
chr2_q32.1_001_rs833142,chr2,183163088,183163208,FLAG,20,16.0,12,16.0,12,0.0,0.077
chr2_q32.1_002_rs12617446,chr2,183462274,183462394,FLAG,22,20.0,12,20.0,12,0.0,0.1
chr2_q32.1_003_rs7606391,chr2,183760794,183760914,FLAG,29,27.0,18,27.0,18,0.0,0.08
chr2_q32.1_004_rs6434019,chr2,184066798,184066918,FLAG,14,13.5,8,13.0,7,0.0,0.182
chr2_q32.1_005_rs10931086,chr2,184378046,184378166,FLAG,20,16.0,10,15.5,9,0.0,0.1
chr2_q32.1_006_rs10180331,chr2,184672845,184672965,FLAG,9,9.0,2,9.0,2,0.0,0.2
chr2_q32.1_007_rs13408249,chr2,184995887,184996007,FLAG,41,33.0,15,33.0,15,0.0,0.13
chr2_q32.1_008_rs13030431,chr2,185112918,185113038,FLAG,11,11.0,5,11.0,5,0.0,0.125
chr2_q32.1_009_rs7597593,chr2,185533520,185533640,FLAG,4,4.0,4,4.0,3,0.0,0.25
chr2_q32.1_010_rs11678036,chr2,186024675,186024795,FLAG,12,12.0,8,12.0,8,0.0,0.083
chr2_q32.1_011_rs850895,chr2,186211007,186211127,FLAG,43,36.0,27,35.0,26,0.0,0.182
chr2_q32.1_012_rs6749577,chr2,186489125,186489245,FLAG,11,11.0,4,11.0,4,0.0,0.0
chr2_q32.1_013_rs751384,chr2,186807333,186807453,FLAG,24,21.0,12,21.0,12,0.0,0.095
chr2_q32.1_014_rs59276018,chr2,187137478,187137598,FLAG,3,3.0,3,3.0,3,0.0,0.0
chr2_q32.1_015_rs10669031,chr2,187353490,187353610,FLAG,11,11.0,3,10.5,3,0.0,0.25
chr2_q32.1_016_rs71399203,chr2,187929515,187929635,FLAG,20,19.0,9,19.0,9,0.0,0.125
chr2_q32.1_017_rs33962720,chr2,187949793,187949913,FLAG,1,1.0,0,1.0,0,.,.
chr2_q32.1_018_rs4666736,chr2,188463894,188464014,FLAG,44,33.0,15,33.0,14,0.0,0.067
chr2_q32.1_019_rs530208478,chr2,188696963,188697083,FLAG,1,1.0,1,1.0,1,0.0,0.0
chr2_q32.1_020_rs7582658,chr2,188947781,188947901,FLAG,14,12.0,5,12.0,5,0.0,0.167
chr2_q32.1_021_rs12474692,chr2,189281569,189281689,FLAG,13,11.0,6,11.0,5,0.0,0.167
chr2_q32.2_001_rs11884298,chr2,189749425,189749545,FLAG,21,21.0,7,21.0,7,0.0,0.1
chr2_q32.2_002_rs2138533,chr2,189837152,189837272,FLAG,25,20.0,6,20.0,6,0.0,0.111
chr2_q32.2_003_rs7576165,chr2,190152975,190153095,FLAG,12,10.5,3,10.5,2,0.0,0.333
chr2_q32.2_004_rs2043990,chr2,191267829,191267949,FLAG,25,22.0,7,22.0,7,0.0,0.12
chr2_q32.2_005_rs12693578,chr2,191396128,191396248,FLAG,35,30.5,23,30.5,23,0.0,0.069
chr2_q32.2_006_rs34073459,chr2,191648842,191648962,FLAG,7,7.0,3,6.5,3,0.0,0.2
chr2_q32.3_001_rs57081321,chr2,192024925,192025045,FLAG,22,19.0,13,19.0,13,0.0,0.071
chr2_q32.3_002_rs884797,chr2,192394845,192394965,FLAG,19,18.0,4,18.0,3,0.0,0.25
chr2_q32.3_003_rs4306667,chr2,192647911,192648031,FLAG,32,30.0,14,29.5,13,0.0,0.156
chr2_q32.3_004_rs13008804,chr2,192959256,192959376,FLAG,22,20.0,4,20.0,4,0.0,0.1
chr2_q32.3_005_rs881266,chr2,193322825,193322945,FLAG,17,14.0,10,14.0,10,0.0,0.091
chr2_q32.3_006_rs7566897,chr2,193564218,193564338,FLAG,31,25.0,16,25.0,14,0.0,0.125
chr2_q32.3_007_rs199871734,chr2,193866444,193866564,FLAG,18,17.0,13,16.0,12,0.0,0.167
chr2_q32.3_008_rs7586666,chr2,194182366,194182486,FLAG,10,10.0,10,10.0,6,0.0,0.4
chr2_q32.3_009_rs12620305,chr2,194490066,194490186,FLAG,14,14.0,9,14.0,8,0.0,0.167
chr2_q32.3_010_rs11394848,chr2,194817374,194817494,FLAG,13,13.0,8,13.0,8,0.0,0.077
chr2_q32.3_011_rs12464677,chr2,195350897,195351017,FLAG,26,24.0,15,24.0,14,0.0,0.067
chr2_q32.3_012_rs6748699,chr2,195351807,195351927,FLAG,0,0.0,0,0.0,0,.,.
chr2_q32.3_013_rs715200,chr2,195969459,195969579,FLAG,10,9.0,6,9.0,6,0.0,0.111
chr2_q32.3_014_rs2667150,chr2,195977924,195978044,FLAG,21,19.0,11,19.0,10,0.0,0.091
chr2_q32.3_015_rs9288249,chr2,196317219,196317339,FLAG,20,18.0,6,18.0,6,0.0,0.2
chr2_q32.3_016_rs10178475,chr2,196637195,196637315,FLAG,13,13.0,6,13.0,6,0.0,0.385
chr2_q32.3_017_rs13414745,chr2,196945379,196945499,FLAG,34,29.0,11,29.0,11,0.0,0.136
chr2_q32.3_018_rs1563380,chr2,197110951,197111071,FLAG,37,34.0,23,32.5,22,0.0,0.179
chr2_q33.1_001_rs2289381,chr2,197626406,197626526,FLAG,31,29.0,14,28.5,14,0.0,0.067
chr2_q33.1_002_rs1429417,chr2,198158111,198158231,FLAG,36,30.0,15,29.5,14,0.0,0.091
chr2_q33.1_003_rs1346649,chr2,198166057,198166177,FLAG,33,29.0,8,28.0,8,0.0,0.143
chr2_q33.1_004_rs57241497,chr2,199442016,199442136,FLAG,22,19.0,11,19.0,11,0.0,0.053
